irn,DarGlobalUniqueIdentifier,DarInstitutionCode,DarCatalogNumber,DarRelatedInformation,DarImageURL,DarKingdom,DarPhylum,DarFamily,DarScientificName,DarCollector,CollectionTeam,CollectionNumberPrefix,CollectionNumber,CollectionNumberSuffix,CollectionNumberText,ColDateVisitedFrom,ColDateVisitedTo,ColVerbatimDate,DarCollectionNotes,DarContinent,DarCountry,DarStateProvince,DarCounty,DarLocality,Township_tab,Range_tab,Section_tab,DarMinimumElevationMeters,DarMaximumElevationMeters,MinimumElevationFeet,MaximumElevationFeet,DarLatitudeDecimal,DarLongitudeDecimal,LatitudeDMS,LongitudeDMS,DarGeodeticDatum,DarGeorefMethod,DarCoordinateUncertaintyInMeter,ColLocationNotes,FeaCultivated? (Y/N),FeaPlantFungDescription,FeaFrequency,HabHabitat,HabVegetation,HabSubstrate,SpeOtherSpecimenNumbers_tab,OcrText,ERROR,MyOcrText
4389939,0700e903-552a-4ec5-ab08-da27210079e3,NY,4073500,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4389939,http://sweetgum.nybg.org/images3/3602/283/04073500.jpg,Plantae,Pteridophyta,Dryopteridaceae,Megalastrum spectabile (Kaulf.) A.R.Sm. & R.C.Moran,G. H. Schwabe,none,Nr,6,none,Nr. 6,1895-01-04,1895-01-04,4.1.95,none,North America,Guatemala,Pro. Panzósradierra,none,Los Antares,none,none,none,0,10,0,32,15.4788,-90.3256,"15°28'43""","90°19'32""",none,Estimated from locality description,5000,none,No,"Ca. 1.20 high, growing at 0-10 m",none,none,none,none,none,"JYff&fes	-r>c f ^'e
Spora	^lOOfr
^^""^««JWuseum botanicum Berolinense.
.....^^^
Land, Bezirk: j£4^r..* J...^^.:.Ay>^r.
Fundort:	......
Beschaffenheit des Standorts; Häufigkeit:
?t-Är £•:(«,. <-«7v	.....w.,/»..^......
/
Einheimischer Name:................................................... Höhe ü. d. M.: !?. ^
Wuchs, Größe, Blütenfarbe etc.:. .....& f C;^
Datumw^.i * *2:........Sammler:
S</e/>
i H. Sthwob*
T*A~.
MONOGRAPH OF MEGALASTRUM
Megalastrum spectabile (Kaulf.) A. R. Sm. & R. C. Moran
Det. M. Sundue (NY), 2009
04073500",OK,"The New York Botanical Garden copyright reserved MONOGRAPH OF MEGALASTRIUM Megalastrum spectabile (Kaulf.) A. R. Sm. & R. C. Moran Det. M. Sundue (NY), 2009 Moeghtn spectabiie Byar: none coline ivber 165 CHO Swoon 04073500 Land, Bezirk: Guat: pro Panzósradierra Fundort: Los Antares Beschaffenheit des Standorts: Heufigkeit: In ....wichtig Stellen: 0 5 Rn. losangovir, .... vorme sy hirblum Einnehmiser: Höhe ü. M.: 0-10 m Wuchs, Größe, Blätterfarbe ...Ca 1,29 H ., and Kos G. H. Schwabe Datum 4: 1: 95 F Nr: 6 O7N?"
4487097,0ed0dcb6-d286-4cc7-9868-7cf88824c6f6,NY,4163166,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4487097,http://sweetgum.nybg.org/images3/3633/539/04163166.jpg,Plantae,Pteridophyta,Dryopteridaceae,Rumohra adiantiformis (G.Forst.) Ching,H. J. Elwes,none,none,none,none,none,none,none,none,none,South America,Chile,none,none,Chile-Argentine frontier,none,none,none,none,none,none,none,-41.810147,-71.447353,"41°48'36.5""S","71°26'50.5""W",none,Estimated from locality description,10000,none,No,none,none,none,none,none,none,"6^ DS-eA^r,
Herbarium of the New York Botanical Garden
QjJjtLd^Mjyyr*......OQjj&t/v'iA»*, VUJJUUl
isJrllb • QjHwrMeni, d/mdjLtty.....
£aci/X-......tH’s-.'Sr.!.....E^MSpfibii
NEW YORK BOTANICAL GARDEN
04163166
*4*.
04163166",OK,"Ex Herb. Hort. Reg. Kew
HERBARIUM OF THE NEW YORK BOTANICAL GARDEN
Aspidium capense Willd.
Chile-Argentine frontier
legit. H. J. Elwes.
NEW YORK
BOTANICAL
GARDEN
NEW YORK BOTANICAL GARDEN"
3644355,1be7129d-2cb4-43ff-8137-58cdd46970c1,NY,3330579,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3644355,http://sweetgum.nybg.org/images3/2763/442/03330579.jpg,Plantae,Magnoliophyta,Alismataceae,Alismataceae,M.F. Simon,"Marcelo Froggiani Simon, Antonio José Barreto dos Santos, João Benedito Pereira",et al.,1190,none,M.F. Simon et al. 1190,2011-05-26,2011-05-26,26/05/2011,none,South America,Brazil,Rondônia,Porto Velho,"Açl poenta da BR - 364, 8km a oeste de Jaci Paraná. Ramal em direção à linha de transmissão, 500m ao sul, fazenda Colombo",none,none,none,102,102,335,335,-9.272222,-64.485556,"-9° 16' 20"" S","-64° 28' 58"" W",none,none,none,none,No,"Erva crescendo em poça d'água, área antropizada.",none,Área antropizada,Floresta de terra firme,Solo profundo com serrapilheira,none,"- CENARGEN
DF Brasil_______
Alismataceae
Det.:	.»	Nome Comum:	Cód.Acesso:
Col.: M. F. Simon et al. 1190	•	Duplicatasi 7
Data: 26/03/2011 Mat.Coletado: Exsicatas	Uso:
Municipio/UF: PORTO VELHO - RO
Locai: Ao longo da BR - 364, 8*km a oeste de Jaci P",OK,"Embrapa Recursos Geneticos e Biotecnologia - CENARGEN
HERBÁRIO CEN
Brasília-DF   Brasil©
Alismataceae
Det.
Col. M.F. Simon et al
N° 1190
Data: 26/05/2011
Exsicatas
Duplicadas: 7
Municipio: PORTO VELHO - RO
Local: Açl poenta da BR - 364, 8km a oeste de Jaci Paraná. Ramal em direção à linha de transmissão, 500m ao sul, fazenda Colombo.
Ambiente: Floresta de terra firme
Relevo: Plano
Solo: Solo profundo com serrapilheira
Alt: 102 m
Latitude: 9° 16' 20"" S
Longitude
64° 28' 58"" W
Amazônia
Marcelo Froggiani Simon, Antonio José Barreto dos Santos, João Benedito Pereira

Erva crescendo em poça d'água, área antropizada.

EMBRAPA - CENARGEN, FUNDAÇÃO ELISEU ALVES
NEW YORK BOTANICAL GARDEN
New York Botanical Garden

NEW YORK
BOTANICAL GARDEN

03330579

"
3128085,511f61a9-7429-418b-9ae7-25488f8decf4,NY,2831585,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3128085,http://sweetgum.nybg.org/images3/2247/885/02831585.jpg,Plantae,Magnoliophyta,Alismataceae,Echinodorus,M. F. Simon,"Marcelo Froenkel Simon, Giocemira Pereira-Silva, José Luiz Barros, Moisés Mendoza, Hérisbolíz UZA-Bolivia, Itallo Soares Reis",none,2343,none,2343,2014-03-25,2014-03-25,25/03/2014,none,South America,Brazil,Mato Grosso,none,"VILA BELA DA SANTÍSSIMA TRINDADE - MT. Sitio próximo à Baia do Arrozal, 8km NE de Vila bela. Campo de murundus, arbustos e árvores crescendo em elevações do terreno. Solo hidromórfico.",none,none,none,200,200,656,656,-14.985833,-59.935833,"14° 59' 09"" S","59° 56' 09"" W",WGS84,none,1000,8 km NE of Vila Bela,No,Erva delgada com 1.5 m. Folhas basais. Flores brancas em escapo. Anteras amarela.,none,Campo de murundus,none,Solo hidromórfico,none,"3
__30
Embrapa Recursos Genéticos e Biotecnología - CENARGEN
HERBÁRIO CEN	Brasília-DF Brasil
Pontedepiacea»
Nome Comum:
Cód.Acesso:
Duplicatas: 4
02831585
Coi.: M. F. Simón et al. 2343
Data: 25/03/2014 Mat.Coletado: Exsicatas
Município/UF: VILA BELA DA SANTISSIMA TRINDADE - MT
Local: Sitio próximo á Baía do Arrozal, 4km NE de Vila Bela
Ambiente: Campo de murunduns, arbustos e árvores crescendo em elevares do terreno
Relevo: Pl^O
substrato: Solo hidromórfico
Alt.: 200 rn Lat.: 14° 59' 05"" S Long.: 59° 55' 06"" O Frequéncia.:
Flor:	Fruto:
Hábil
Observado: Erva delgada com 1,5 m. Folhas basais. Flores brancas crescendo em longa inflorescéncia. Anteras
am árelos.
Participantes: Marcelo Fragomeni Simón, Glocimar Pereira-Silva, José Luiz Barros, Moisés Mendoza - Herbário USZ -
Bolívia, Talita Soares Reis
Patrocinadores: EMBRAPA - CENARGEN
02831585",OK,"The New York Botanical Garden
copyright reserved
0cm 1 2 3 4 5 6 7 8 9 10
EMBRAPA
Embrapa Recursos Geneticos e Biotecnologia - CENARGEN
HERBÁRIO CEN Brasilia-DF Brasil
Echinodorus
Pontederiaceae
Ident.
M. F. Simon et al
Coletor
2343
Det. M. F. Simon Especie
Data: 25/03/2014
Localizacao
VILA BELA DA SANTÍSSIMA TRINDADE - MT
Sitio próximo à Baia do Arrozal, 8km NE de Vila Bela
Campo de murundus, arbustos e árvores crescendo em elevações do terreno
Solo hidromórfico
Alt. 200 m Lat 14° 59' 09"" S Long. 59° 56' 09"" W
Descrição
Erva delgada com 1,5 m. Folhas basais. Flores brancas em escapo de longa inflorescenca. Anteras amarelas.
Participantes
Marcelo Froenkel Simon, Giocemira Pereira-Silva, José Luiz Barros, Moisés Mendoza - Herisboliz UZA-Bolivia, Itallo Soares Reis
Patrocinadores EMBRAPA-CENARGEN
NEW YORK BOTANICAL GARDEN
02831585
"
3265944,f7d84300-a28d-46db-b807-20eba8b6ccb7,NY,3038446,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3265944,http://sweetgum.nybg.org/images3/2361/609/03038446.jpg,Plantae,Magnoliophyta,Alismataceae,Echinodorus,M. F. Gonzalez,"['Nicolás Castaño', 'Paola Jiménez', 'Oscar Laverde', 'Silvia Vigarano', 'Fernando Arbáez']",none,1094,none,1094,2012-04-03,2012-04-03,3 abril de 2012,none,South America,Colombia,Guajira,Dibulla,"Vegetación creciendo en la playa, sobre suelo arenoso.",none,none,none,none,none,none,none,11.743,-73.1639,"11°44'36""N","73°9'50""W",none,Estimated from locality description,10000,none,No,"Hierba acuática con látex blanco. Pétalos amarillos, estigmas amarillos. Frutos verdes.",none,"playa, sobre suelo arenoso",none,sobre suelo arenoso,none,"FLORA DE COLOMBIA
HERBARIO NACIONAL COLOMBIANO (COL)
Alismataceae
Echinodorus
Hierba acuática con látex blanco. Pétalos amarillos, estigmas
amarillos. Frutos verdes.
Colombia. Guajira: municipio Dibulla. Vegetación creciendo
en la playa, sobre suelo arenoso. 11°16'30.6"" N,
73°19'58.5""W.
Colectores: M.F. González, Nicolás Castaño, Paola Jiménez,
Oscar Laverde, Silvia Vejarano, Femando Arbeláez.
No. colección: 1094
Fecha: 3 abril de 2012
03038446",OK,"FLORA DE COLOMBIA
HERBARIO NACIONAL COLOMBIANO (COL)
Alismataceae
Echinodorus
Hierba acuática con látex blanco. Pétalos amarillos, estigmas amarillos. Frutos verdes.
Colombia. Guajara: municipio Dibulla. Vegetación creciendo en la playa, sobre suelo arenoso. 11°44.36'0"" N, 73°9.50' W.
Colectores: M.F. Gonzalez, Nicolás Castaño, Paola Jiménez, Oscar Lavarde, Silvia Vigarano, Fernando Arbáez.
No. colección: 1094 Fecha: 3 abril de 2012
"
3265945,e7567ef8-306e-4cdc-ade5-48dd95cf6b75,NY,3038447,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3265945,http://sweetgum.nybg.org/images3/2361/610/03038447.jpg,Plantae,Magnoliophyta,Alismataceae,Echinodorus,M.F. González,"Nicolás Castaño, Paola Jiménez, Oscar Laverde, Silvia Vizcaíno, Fernando Abadía",none,1094,none,1094,2012-04-03,2012-04-03,3 abril de 2012,none,South America,Colombia,Guajira,none,"municipio Dibulla. Vegetación creciendo en la playa, sobre suelo arenoso",none,none,none,none,none,none,none,17.01,-73.1995,17° 0' 36'' N,73° 19' 57'' W,none,Extracted from locality description,500,none,No,"Hierba acuática con látex blanco. Pétalos amarillos, estigmas amarillos. Frutos verdes.",none,playa,none,suelo arenoso,none,"SfK
30
FLORA DE COLOMBIA
HERBARIO NACIONAL COLOMBIANO (COL)
Alismataceae
Echinodorus
Hierba acuática con látex blanco. Pétalos amarillos, estigmas
amarillos. Frutos verdes.
Colombia. Guajira: municipio Dibulla. Vegetación creciendo
en la playa, sobre suelo arenoso. 11°16'30.6"" N,
73°19'58.5""W.
Colectores: M.F. González, Nicolás Castaño, Paola Jiménez,
Oscar Laverde, Silvia Vejarano, Fernando Arbeláez.
No. colección: 1094
Fecha: 3 abril de 2012
03038447",OK,"FLORA DE COLOMBIA
HERBARIO NACIONAL COLOMBIANO (COL)
Echinodorus Alismataceae
Hierba acuática con látex blanco. Pétalos amarillos, estigmas amarillos. Frutos verdes.
Colombia. Guajira: municipio Dibulla. Vegetación creciendo en la playa, sobre el suelo arenoso. 17º10´ 0.36´´N, 73º19´ 57´´W.
Colectores: M.F. González, Nicolás Castaño, Paola Jiménez, Oscar Laverde, Silvia Vizcaíno, Fernando Abadía.
No. colección: 1094
Fecha: 3 abril de 2012"
4509693,81ac39bd-71ea-4349-a9ff-fa47dd0b2a15,NY,4182973,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4509693,http://sweetgum.nybg.org/images3/3607/904/04182973.jpg,Plantae,Magnoliophyta,Alismataceae,Echinodorus paniculatus Micheli,G. Martinelli,"E. Fernandez, C. Baez, T. Lima",none,18620,none,18620,2015-05-29,2015-05-29,29-V-2015,Proj: Projeto Inventario em Areas Prioritarias para Conservacao.,South America,Brazil,Mato Grosso,none,"Barão de Melgaço, RPPN SESC Pantanal. Entre a margem do Rio Cuiabá e Posto Espirito Santo",none,none,none,111,111,364,364,-16.584722,-56.287778,"16°35'5""S","56°17'52""W",none,none,none,none,No,"aquatica, heliofilia, caules verdes, frutos imaturos de cor verde.",none,campos arbustivos alagados e matas alagadas,none,none,none,"3o
JARDIM BOTÀNICO DO RIO DE JANEIRO
RB 625397
ALISMATACEAE
Echinodorus paniculatus Micheli
Det.: T.S. Mendes & D.N. S. Machado, 05-VIII-2015
Brasil, Mato Grosso, Barào de Melgago. RPPN SESC Pantanal. Entre a
margèm do Rio Cuiabà e Posto Espirito Santo, campos arbustivos
alagados e matas alagadas. 16°30'53"" S, 56017'52"" W. Elev.: 111 m.
aquàtica, heliófila; caules verdes; frutos ¡maturos de cor verde.
G.Martinelli, 18620, E.Fernandez, C.Baez, T.Lima
Proj.: Projeto Inventàrio em Áreas Prioritárias para
Conservagáo.
29-V-2015
04182973",OK,"JARDIM BOTÂNICO DO RIO DE JANEIRO
RB 625397
ALISMATACEAE
Echinodorus paniculatus Michelii
Det. T. S. Mendes & D. S. Machado, 05-VII-2015
Brasil, Mato Grosso. Barão de Melgaço, RPPN SESC Pantanal. Entre a
margem do Rio Cuiabá e Posto Espirito Santo, campos arbustivos
alagados e matas alagadas. 16°35'05 S, 56°17'52 W. Elev.: 111 m.
aquatica, heliofilia, caules verdes, frutos imaturos de cor verde.

G. Martinelli, 18620, E. Fernandez, C. Baez, T. Lima

Proj: Projeto Inventario em Areas Prioritarias para
Conservacao.

29-V-2015
04182973"
2975352,955fae55-ad32-4e51-8098-6efc202c6161,NY,2691820,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2975352,http://sweetgum.nybg.org/images3/2037/410/02691820.jpg,Plantae,Magnoliophyta,Alismataceae,Hydrocleys,"Arruda, A. J.","de Paula, L. F. A.; Ranieri, B. D.",none,571,none,571,2012-07-30,2012-07-30,30/1/2012,none,South America,Brazil,Pará,none,"Canaã dos Carajás, ADA Piha de Estéril S11D; Margem de Lagoa em pastagem",none,none,none,none,none,none,none,-6.462334,-50.325028,"6° 27'44.03"" S","50° 19'13.02"" W",none,none,none,none,No,Érva aquática,none,Margem de Lagoa em pastagem,none,none,none,"HERBARIO DO DEPARTAMENTO DE BOTANICA - ICB - UFMG
PLANTAS DO BRASIL
ALISMATACEAE
Espécie: Hydrocleys
Localidade: Parà; Canaà dos Carajás; ADA Pilha de Estéril S11D.; Margem de Lagoa
em pastagem.;
Lat: 6° 27,,40l,4036’’ S; Long.: 50° 19,,19""3102” W; UTM: 22M 9285758 574967 UTM -
Data: 30/1/2012
Coletor: Arruda, A. J. 571; De Paula, L. F. A.; Ranieri, B. D.
Determinador: ; Il
Obs.: Erva aquàtica,. Frutos ¡maturos verdes
BHCB 156059
02691820",OK,"HERBÁRIO DO DEPARTAMENTO DE BOTÂNICA - ICB - UFMG
PLANTAS DO BRASIL
ALISMATACEAE
Espécie: Hydrocleys
Localidade: Pará; Canaã dos Carajás, ADA Piha de Estéril S11D; Margem de Lagoa
en pastagem;
Lat. 6º 27'44.03_S, Long. 50º 19'13.02_W; UTM: 22M 9285758 574967 UTM_
Data: 30/1/2012
Coletor: Arruda, A. J. 571; de Paula, L. F. A.; Ranieri, B. D.
Determinado: //
Obs.: Érva aquática, Frutos imaturos
BHCB 156059
NEW YORK
BOTANICAL GARDEN
02691820
NEW YORK BOTANICAL GARDEN
02691820
"
3455508,121e0a72-ff60-4765-a54c-741d8dbc843e,NY,3196227,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3455508,http://sweetgum.nybg.org/images3/2541/463/03196227.jpg,Plantae,Magnoliophyta,Alismataceae,Hydrocleys,Beatriz Machado Gomes,"G. Pereira-Silva, Antonio José Barreto dos Santos, Gledson Alves Moreira, João Benedito Pereira",none,15047,none,15047,2010-03-20,2010-03-20,20/03/2010,none,South America,Brazil,Rondônia,none,JACI PARANA - RO; Margem direita do rio Madeira (cachoeira de Jirau),none,none,none,85,85,278.87,278.87,-9.326278,-64.726389,09° 19' 37'' S,64° 43' 35'' W,none,none,none,Floresta estacional semidecidual; Solo argiloso; Plano,No,Erva aquática,Occasional,Floresta estacional semidecidual,none,Solo argiloso,none,"SA
30
Hydrocleys
Embrapa Recursos Genéticos e Biotecnología - CENARGEN
HERBÁRIO CEN _Brasilia-DF Brasil
Limnocharitaceae
Det.: Beatriz Machado Gomes	Nome comum:
Coi.: G. Pereira-Silva et al. 15047
Data: 20/03/2010 Mat.Coletado: Exsicatas
Municfpio/UF: JACI PARANA - RO
Local: Margem direita do rio Madeira (cachoeira de Jirau).
Ambiente: Floresta estacional semidecidual
Relevo: Plano
Substrato: Solo argÜOSO
Alt.: 85 m Lat: 09° 19'37"" S Long.: 64° 43'35"" O
Flor: Branca	Fruto:
Cód.Acesso:
Duplicatas: 7
Frequdncia.: Ocasional
¡maturos verdes
Hábito: Erva aquática
Observando: Ambiente degradado na margem direita do rio Madeira. Área de influéncia direta (lago).
Participantes: Glocimar Pereira-Silva, Antonio José Barreto dos Santos, Gledson Alves Moreira, JoSo Benedito Pereira
Patrocinadores: EMBRAPA - CENARGEN, FUNARBE
03196227",OK,"Embrapa Recursos Genéticos e Biotecnologia - CENARGEN
HERBÁRIO CEN Brasília-DF Brasil
Hydrocleys
Collector: Beatriz Machado Gomes
G. Pereira-Silva et al. 15047
20/03/2010 M exsicatas
Município: JACI PARANA - RO
Margem direita do rio Madeira (cachoeira de Jirau)
Floresta estacional semidecidual
Relevo Plano Solo argiloso
Erva aquática
85 m 09º 19’ 37” S      64º 43’ 35” O
Frequência: Ocasional Planta fértil Imaturas (log) Ambiente degradado na margem direita do rio Madeira. Área de influência direta (loga). Glomer Pereira-Silva, Antonio José Barreto dos Santos, Gledson Alves Moreira, João Benedito Pereira
EMBRAPA - CENARGEN, FUNCABRE"
3461249,6c504113-d1e2-402f-9eb1-5826a0714322,NY,3198023,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3461249,http://sweetgum.nybg.org/images3/2902/688/03198023.jpg,Plantae,Magnoliophyta,Alismataceae,Hydrocleys,G. Pereira-Silva,"Glocimar Pereira-Silva, Antonio José Barreto dos Santos, Gledson Alves Moreira, João Bentelo Pereira",none,15945,none,15945,2010-03-20,2010-03-20,20/03/2010,none,South America,Brazil,Rondônia,none,Margem direita do rio Madeira (cachoeira de Jirau),none,none,none,none,none,none,none,-9.32694,-64.72639,"09° 19' 37"" S","64° 43' 35"" O",none,Estimated from locality description,500,Área de influência direta (lago),No,Planta herbácea,Occasional,Floresta estacional semidecidual,none,none,none,"Em'Zfra
Embrapa Recursos Genéticos e Biotecnologia - CENARGEN
HERBÀRIO CEN
Brasília-DF Brasil
Hydrocleys
Lknneehnritaccae
AI \ ^O-r^CKCCCkC,
Dot:
Coi.: G. Pereira-Silva et al. 15045
Dala: 20/03/2010 Mat.Coletado: Exsicatas
Nome Comum:
Cód.Acesso:
Duplicatas: 7
Uso:
Município/UF: JACI PARANA - RO
Local. Margem direita do rio Madeira (cachoeira de Jirau).
Ambiente: Floresta estacional semidecidual
Relevo: Plano
Substrato: Solo argiloso
Alt.: 85 m Lat,: 09° 19' 37"" S Long.: 64° 43' 35"" O Frequéncia.: Ocasional
Flor: Amarela	Fruto:
Hábito: Erva aquática
Observado: Ambiente degradado na margem direita do rio Madeira. Área de influéncia direta (lago).
participantes: Glocimar Pereira-Silva, Antonio José Barreto dos Santos, Gledson Alves Moreira, Joáo Benedito Pereira
Patrocinadores: EMBRAPA - CENARGEN, FUNARBE
03198023",OK,"Embrapa Recursos Genéticos e Biotecnologia - CENARGEN
HERBÁRIO CEN
Brasília-DF
Brasil
Hydrocleys
Limnocharitaceae
G. Pereira-Silva et al.
15945
20/03/2010
Exsicatas
JACI PARANÁ - RO
Margem direita do rio Madeira (cachoeira de Jirau)
Floresta estacional semidecidual
Plato
9° 19' 37"" S
64° 43' 35"" O
Frequent
Occasional
Anexa
Área de influência direta (lago)
Glocimar Pereira-Silva, Antonio José Barreto dos Santos, Gledson Alves Moreira, João Bentelo Pereira"
4371418,750548f9-5b0f-4a49-aa65-d145f6b2162a,NY,4059653,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4371418,http://sweetgum.nybg.org/images3/3455/332/04059653.jpg,Plantae,Magnoliophyta,Alismataceae,Hydrocleys nymphoides (Humb. & Bonpl. ex Willd.) Buchenau,E.S. Guimarães,"E. Scremin-Dias, A.C. Rodrigues & C. Bona",none,26,none,E.S. Guimarães 26,1997-09-10,1997-09-10,10 Set 1997,Reproduzindo-se vegetativamente por estolho.,South America,Brazil,none,Mato Grosso do Sul,"Corumbá, Pantanal do Miranda-Abobral. Passo do Lontra. Rodovia MS 122, em frente ao jagoão, antes da curva do Leque, do lado esquerdo da estrada, no sentido Rio Miranda-Corumbá.",none,none,none,none,none,none,none,-19.0522,-57.5107,"19°03'08""S","57°30'38""W",none,Estimated from locality description,5000,none,No,"Flor de cor creme, com manchas amareladas na base das pétalas. Látexcente, látex branco.",none,collected in swampy area,none,none,INB31.1,"SA
31.«
Universidade de Sao Paulo Herbário SPF
Limnocharitaceae
Hydrocleis nymphoides (uj(lldAAO<u)	Siembre 4^$
Det. Guimaráes, E.S.
Brasil. Mato Grosso do Sul. Corumbá. Pantanal do Miranda-
Abobral. Passo do Lontra. Rodovia MS 122, em frente ao lagoáo,
antes da curva do Leque, do lado esquerdo da estrada, no sentido Rio
Miranda-Corumbá.
Coletado em regiáo palustre. Flor de cor creme, com manchas
amareladas na base das pétalas. Latescente, látex branco.
Reproduzindo-se vegetativamente por estolho.
E.S. Guimaráes 26, E. Scremin-Dias, A.C. Rodrigues & C. Bona.
10 Set 1997
04059653",OK,"The New York Botanical Garden copyright reserved
Universidade de São Paulo Herbário SPF
Limnocharitaceae
Hydrocleis nymphoides (Willd.) Buchane Setembro 1997
Det. Guimarães, E.S.
Brasil. Mato Grosso do Sul. Corumbá. Pantanal do Miranda-Abobral. Passo do Lontra. Rodovia MS 122, em frente ao jagoão, antes da curva do Leque, do lado esquerdo da estrada, no sentido Rio Miranda-Corumá.
Coletado em região palustre. Flor de cor creme, com manchas amareladas na base das pétalas. Látexcente, látex branco. Reproduzindo-se vegetativamente por estolho.
E.S. Guimarães 26, E. Scremin-Dias, A.C. Rodrigues & C. Bona
10 Set 1997
NEW YORK BOTANICAL GARDEN
04059653"
4371429,204ba75d-756a-45f6-8acf-91d0dce1a180,NY,4059662,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4371429,http://sweetgum.nybg.org/images3/3455/339/04059662.jpg,Plantae,Magnoliophyta,Alismataceae,Hydrocleys parviflora Seub.,E.S. Guimarães,"E. Scremin-Dias, A. C. Rodrigues, C. Bona.",none,38,none,38,1997-09-11,1997-09-11,11 Set 1997,"Flor amarela, emersas.",South America,Brazil,Mato Grosso do Sul,Corumbá,Pantanal do Miranda-Abobral. Passo do Lontra. Rodovia MS 122. Após a 13ª ponte.,none,none,none,none,none,none,none,-19.46583,-57.045,"19º27'48""S","57º02'42""W",none,none,none,"Coletado em um alagado, próximo a um pirizal (Cyperus giganteus).",No,"Flor amarela, emersas.",none,none,none,none,none,"SPF
NEW YORK BOTANICAL GARDEN
04059662
BOTANICAL
®ARD^
Hydrocleys	SuxAuir
juj"". c. <	Noy
Brasil. Mato Grosso do Sul. Corumbà. Pantanal do Miranda-
Abobral. Passo do Lontra. Rodovia MS 122. Após a 13a ponte.
19°27’48”S e 57°02’42”W.
Coletado em um alagado, próximo a um pinzai (Cyperus giganteus )
Fior amarela, emersa.
E.S. Guimaràes 38, E. Scremin-Dias, & A.C. Rodrigues & C. Bona.
11 Set 1997
04059662",OK,The New York Botalincal Garden The New York Botanical Garden 0cm 2 herbarium CPF Hydrochantaceae Limoncilariaceae Hydrocays paraphylaca Seubbit Det E. S. Guma Fax 19964 Brasil. Mato Grosso do Sul. Comia. Pontal do Mirurda Aboral Passo do Lore Rodia MS 122. Ac a 13 ponte Conetado um lagado.promo um piol Cyprus giganteas Flor rm a.emsas E.Sc Da Wick CD E.S. Guimaires 38 Sept Guimaes.
2999770,b661c8b6-0d7e-4b80-a7eb-103dd2e39abc,NY,2712668,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2999770,http://sweetgum.nybg.org/images3/2173/283/02712668.jpg,Plantae,Magnoliophyta,Alismataceae,Limnocharis,R.J. Hickey,"W.C. Taylor, R. Guaglianone, L. Strittmatter & C. Mauluf",none,17,none,17,2001-03-11,2001-03-11,11 Mar 2001,none,South America,Argentina,none,none,Dept. Mburucuya; Ruta de Mburucuya a Concepcion. 15 km S of Paso Aguirre,none,none,none,none,none,none,none,-28.6861,-57.7996,28°41'10''S,57°47'58''W,WGS84,Estimated from locality description,5000,none,No,"Plants with laces, white flowers",none,floating vegetation,none,mat of floating vegetation,none,"02712668
Jiora of Argentina
L\fAoo	cu: ccx<l
Alismataeeae
Limnocharis
Dept. Mburucuya: Ruta de Mburucuya a Concepcion. 15 km
S of Paso Aguirre. In a mat of floating vegetation. Plants
with latex, white flowers.
Coll.: R- J. Hickey 01-27, W. C. Taylor, R. Guaglianone, L.
Strittmatter & C. Macluf
11 Mar 2001
02712668",OK,"Flora of Argentina
Alismataceae
Limnocharis
Dept. Mburucuya; Ruta de Mburucuya a Concepcion. 15 km S of Paso Aguirre. In a mat of floating vegetation. Plants with laces, white flowers.
Coll.: R.J. Hickey 017, W.C. Taylor, R. Guaglianone, L. Strittmatter & C. Mauluf
11 Mar 2001
NEW YORK BOTANICAL GARDEN
NEW YORK BOTANICAL GARDEN
02712668
NEW YORK BOTANICAL GARDEN copyright reserved"
